-1.602119544165387932e+00 2.035535820065283510e-02 1.488897730030758204e-02 1.763839122445875823e-03 8.578475649739939479e-01 2.884723989143538839e-03 1.054173930748873333e+00 6.632028598585235635e-01 3.572342777118937107e+01 7.793024672001466202e-01 -6.060056869815370284e+00 1.275007932991745695e-04
-1.583663731173555300e+00 2.088498133081779021e-02 1.756580800976892398e-02 1.590759758030111087e-03 8.508290609378401648e-01 3.151648108008183076e-03 9.755681881717845894e-01 6.626066430107362404e-01 3.356489684528560957e+01 7.677688846812142920e-01 -6.043489763510552670e+00 1.987668400392119251e-04
-1.553668100432846977e+00 2.151565183754347924e-02 2.100352633191060470e-02 5.887301476486763406e-03 8.389834996299365688e-01 3.561496512191002217e-03 8.958206252251010859e-01 6.617296197841757710e-01 3.063479738429351684e+01 7.473465442068053521e-01 -6.685851368083332247e+00 3.319264757594313827e-04
-1.518175046621267565e+00 2.324428809185988265e-02 2.628068477258294067e-02 2.378741552951367608e-03 8.251882127484861940e-01 4.173164511137272305e-03 8.212958682619864170e-01 6.604483724737733041e-01 2.753824804768918000e+01 7.213017797877571136e-01 -7.234473372524301560e+00 5.485540371900659478e-04
-1.484080824571016866e+00 2.436024846082533377e-02 3.168732998321166505e-02 1.951808378554520601e-03 8.113575024732105900e-01 4.882965889757885820e-03 7.548461268234405441e-01 6.589212150622927311e-01 2.508436873475326578e+01 6.967226383734901329e-01 -7.686690661336422536e+00 8.458201031205946942e-04
-1.444921028149511288e+00 2.640704102809334278e-02 3.950054662612068057e-02 6.729910027188207820e-03 7.948826228093599511e-01 5.999055928782233947e-03 6.911250145310212645e-01 6.566139928999454867e-01 2.235414151841647978e+01 6.641093918423166542e-01 -8.307136338257771868e+00 1.284380390751595690e-03
-1.403460382142258656e+00 2.842425064410413968e-02 4.893741599673040454e-02 2.652849646114340074e-03 7.767457014634023826e-01 7.299150782561950913e-03 6.314376522396718538e-01 6.536637740575674815e-01 1.985446323974649729e+01 6.294109133644054666e-01 -8.343294202801498471e+00 1.875729423750814844e-03
-1.362982183108262690e+00 2.965252668231511610e-02 5.867980786742910126e-02 1.662048370374258344e-03 7.583826068726381431e-01 8.606403391898604163e-03 5.774303161020575281e-01 6.503600913025677777e-01 1.765409648773688644e+01 5.932434706917890654e-01 -8.586180751647901843e+00 2.550546382460451653e-03
-1.313672055104671443e+00 3.186583388744384376e-02 7.343171168485040923e-02 3.395279415086157899e-03 7.346597676651733799e-01 1.081044058634375755e-02 5.221288372213562790e-01 6.448794305106482216e-01 1.533189097483978358e+01 5.481197721931454492e-01 -8.265562334448105730e+00 3.599377457436040394e-03
-1.289740267672897289e+00 3.041049617505888619e-02 7.884372746580758928e-02 2.992697682233888198e-03 7.229603192577218618e-01 1.126172289359072924e-02 4.864177440037971145e-01 6.424793919488116511e-01 1.431962451559971861e+01 5.267083752261881857e-01 -7.831553559396563280e+00 4.128832901455079668e-03
8.129467454739844551e-04 7.444641201393683953e-03 4.086759802872605451e-05 2.706508378129704896e-03 3.279399929422615267e-04 1.123079568127907484e-03 7.843772130643742509e-04 6.924034838357640605e-04 4.440892159826194917e-03 5.306497950918744001e-04 0.000000000000000000e+00 5.085375309168196765e-06
1.366169000139150604e-03 1.093413578440810205e-02 8.180155455475527780e-05 2.775301986433288768e-03 5.374927549696821311e-04 1.718359129082317784e-03 1.201368132804040518e-03 1.148602106356420068e-03 5.069685612824032829e-03 8.571869612708277100e-04 0.000000000000000000e+00 7.918862589302989012e-06
1.410081120897634013e-03 9.849687493065414218e-03 1.023476048052278462e-04 2.635766524331992211e-03 5.629679030936447261e-04 1.671414987377703009e-03 1.166097058152401784e-03 1.213217969244699849e-03 5.180398592666663263e-03 8.726473893016059753e-04 0.000000000000000000e+00 1.036827198338791062e-05
1.521803955079990963e-03 9.297099760248089817e-03 1.404610621068389951e-04 2.655288089895344646e-03 6.181296014272834403e-04 1.702893623897722142e-03 1.183739937690347303e-03 1.341008225733801747e-03 4.961606861033765470e-03 1.009884874369049992e-03 0.000000000000000000e+00 1.418470079808154772e-05
1.590470675372461593e-03 8.549789402716419587e-03 1.797659673969158539e-04 2.521324684622438736e-03 6.684059310371761285e-04 1.713328273067641488e-03 1.186863652516500925e-03 1.462820073296626023e-03 5.143124270289361859e-03 1.113820553983725604e-03 0.000000000000000000e+00 1.944987212269572258e-05
1.722198495838243382e-03 8.140597164145779718e-03 2.454648654883373362e-04 2.472224598131326015e-03 7.674077043198807447e-04 1.821115565526686998e-03 1.251569121099623937e-03 1.677556640508969400e-03 5.238203294786880106e-03 1.310596604333499936e-03 0.000000000000000000e+00 2.619396897911062470e-05
1.848054274089500027e-03 7.716875792480333736e-03 3.334987950230984045e-04 2.454381677079009449e-03 8.383393121336434875e-04 1.850196560791372890e-03 1.268114111418982204e-03 1.868888925554747834e-03 5.240435516287686099e-03 1.539454123006501465e-03 0.000000000000000000e+00 3.378459376673038434e-05
1.992433450321006230e-03 7.374164051000726972e-03 4.394150592455381833e-04 2.552384064710338640e-03 9.427813172116849367e-04 1.930647249482140854e-03 1.314251318129151932e-03 2.119213411274032625e-03 5.195296374854978944e-03 1.691358972039083133e-03 0.000000000000000000e+00 4.183764750568752197e-05
2.112781787461426135e-03 6.914707971299690822e-03 6.000666458157382461e-04 2.306656401668607474e-03 1.064459725294622126e-03 2.012001849424433376e-03 1.361130043566484730e-03 2.442104169607176890e-03 5.669396112012641507e-03 2.047109302161172033e-03 0.000000000000000000e+00 5.124828790694028048e-05
1.413432146916036034e-03 4.187228277000122796e-03 4.413599200897452249e-04 2.318703432303713743e-03 7.385482605452478155e-04 1.315589987212479987e-03 8.878741689320673132e-04 1.724742003130294663e-03 4.379439368378043942e-03 1.652575825381390716e-03 0.000000000000000000e+00 4.030050271378157658e-05
